nibs-gsin,bpr-opi,gsin-description_en,gsin-description_fr,bpr-opi-url_en,bpr-opi-url_fr,gsin-code-status_en,gsin-code-status_fr
N2510,"[""BL"",""HS""]","Vehicular Cab, Body and Frame Structural Components","Cabine de véhicule, carrosserie et composants structuraux de châssis","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dAVSD-DSVB%2cou%3dAVPD-DPVB%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA"",""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dIVMPLD-DVIMPL%2cou%3dLEFTD-DTPLEP%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dAVSD-DSVB%2cou%3dAVPD-DPVB%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA"",""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dIVMPLD-DVIMPL%2cou%3dLEFTD-DTPLEP%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N2520BD,"[""HS""]","Transfer Cases/Gearboxes, Final Drive Assembly, Armoured Fighting Vehicle, S.M.P.","Boîtes de vitesse intermédiaires/boîtes d'engrenage, assemblage de l'entraînement final, véhicule blindé de combat, modèle militaire standard","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dIVMPLD-DVIMPL%2cou%3dLEFTD-DTPLEP%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dIVMPLD-DVIMPL%2cou%3dLEFTD-DTPLEP%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N2530,"[""BL"",""HS""]","Vehicular Brake, Steering, Axle, Wheel and Track Components","Composants de freins, de direction d'essieux, de roues et chenilles de véhicules","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dAVSD-DSVB%2cou%3dAVPD-DPVB%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA"",""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dIVMPLD-DVIMPL%2cou%3dLEFTD-DTPLEP%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dAVSD-DSVB%2cou%3dAVPD-DPVB%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA"",""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dIVMPLD-DVIMPL%2cou%3dLEFTD-DTPLEP%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N2510FA,"[""HS""]","Vehicular Cab, Body, and Frame Structural Components, N.E.S., Armoured Fighting Vehicle, S.M.P.","Composants de la structure de la cabine, de la carrosserie et du châssis des véhicules, N.E.A., véhicule blindé de combat","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dIVMPLD-DVIMPL%2cou%3dLEFTD-DTPLEP%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dIVMPLD-DVIMPL%2cou%3dLEFTD-DTPLEP%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N2520,"[""BL"",""HS""]","Vehicular Power Transmission Components","Composants des transmissions de puissance des véhicules","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dAVSD-DSVB%2cou%3dAVPD-DPVB%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA"",""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dIVMPLD-DVIMPL%2cou%3dLEFTD-DTPLEP%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dAVSD-DSVB%2cou%3dAVPD-DPVB%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA"",""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dIVMPLD-DVIMPL%2cou%3dLEFTD-DTPLEP%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N2540,"[""BL"",""HS""]","Vehicular Furniture and Accessories","Accessoires et garnitures de véhicules","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dAVSD-DSVB%2cou%3dAVPD-DPVB%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA"",""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dIVMPLD-DVIMPL%2cou%3dLEFTD-DTPLEP%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dAVSD-DSVB%2cou%3dAVPD-DPVB%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA"",""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dIVMPLD-DVIMPL%2cou%3dLEFTD-DTPLEP%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N2590AA,"[""HS""]","Cylinder Assembly, Hydraulic, for Tracked and Wheeled Vehicles, Except Ground Effect and Armoured Fighting Vehicles","Cylindre équipé, hydraulique, pour véhicules à chenilles et à roues, sauf véhicules à effet de sol et blindés de combat","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dIVMPLD-DVIMPL%2cou%3dLEFTD-DTPLEP%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dIVMPLD-DVIMPL%2cou%3dLEFTD-DTPLEP%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N2805,"[""HS"",""ML""]","Gasoline Reciprocating Engines (Except Aircraft) and Components","Moteurs alternatifs à explosion, sauf aéronefs et composants","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dIVMPLD-DVIMPL%2cou%3dLEFTD-DTPLEP%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA"",""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dMLSD-DMSM%2cou%3dMSD-DSM%2cou%3dMS-SM%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dIVMPLD-DVIMPL%2cou%3dLEFTD-DTPLEP%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA"",""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dMLSD-DMSM%2cou%3dMSD-DSM%2cou%3dMS-SM%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N2815,"[""BL"",""HS"",""ML""]","Diesel Engines and Components","Moteurs diesel et composants","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dAVSD-DSVB%2cou%3dAVPD-DPVB%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA"",""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dIVMPLD-DVIMPL%2cou%3dLEFTD-DTPLEP%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA"",""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dMLSD-DMSM%2cou%3dMSD-DSM%2cou%3dMS-SM%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dAVSD-DSVB%2cou%3dAVPD-DPVB%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA"",""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dIVMPLD-DVIMPL%2cou%3dLEFTD-DTPLEP%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA"",""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dMLSD-DMSM%2cou%3dMSD-DSM%2cou%3dMS-SM%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N2815A,"[""BL"",""HS"",""ML""]","Diesel Engines, Air Cooled","Moteurs diesel, refroidis par air","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dAVSD-DSVB%2cou%3dAVPD-DPVB%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA"",""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dIVMPLD-DVIMPL%2cou%3dLEFTD-DTPLEP%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA"",""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dMLSD-DMSM%2cou%3dMSD-DSM%2cou%3dMS-SM%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dAVSD-DSVB%2cou%3dAVPD-DPVB%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA"",""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dIVMPLD-DVIMPL%2cou%3dLEFTD-DTPLEP%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA"",""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dMLSD-DMSM%2cou%3dMSD-DSM%2cou%3dMS-SM%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N2815B,"[""BL"",""HS"",""ML""]","Diesel Engines and Components, N.E.S.","Moteurs diesel et composants, N.E.A.","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dAVSD-DSVB%2cou%3dAVPD-DPVB%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA"",""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dIVMPLD-DVIMPL%2cou%3dLEFTD-DTPLEP%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA"",""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dMLSD-DMSM%2cou%3dMSD-DSM%2cou%3dMS-SM%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dAVSD-DSVB%2cou%3dAVPD-DPVB%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA"",""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dIVMPLD-DVIMPL%2cou%3dLEFTD-DTPLEP%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA"",""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dMLSD-DMSM%2cou%3dMSD-DSM%2cou%3dMS-SM%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N2815D,"[""BL"",""HS"",""ML""]","Engine Valve Assemblies and Seats","Montages pour valves de moteur et sièges","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dAVSD-DSVB%2cou%3dAVPD-DPVB%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA"",""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dIVMPLD-DVIMPL%2cou%3dLEFTD-DTPLEP%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA"",""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dMLSD-DMSM%2cou%3dMSD-DSM%2cou%3dMS-SM%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dAVSD-DSVB%2cou%3dAVPD-DPVB%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA"",""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dIVMPLD-DVIMPL%2cou%3dLEFTD-DTPLEP%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA"",""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dMLSD-DMSM%2cou%3dMSD-DSM%2cou%3dMS-SM%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N2835,"[""ML""]","Gas Turbines and Jet Engines; Non-Aircraft Prime Mover, Aircraft Non-Prime Mover, and Components","Turbines à gaz et moteurs à réaction; appareil moteur non-aéronef, appareil non-moteur d'aéronefs, et composants","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dMLSD-DMSM%2cou%3dMSD-DSM%2cou%3dMS-SM%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dMLSD-DMSM%2cou%3dMSD-DSM%2cou%3dMS-SM%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N2910,"[""BL"",""HS""]","Engine Fuel System Components, Non-Aircraft","Composants du système d'alimentation en carburant des moteurs, sauf pour aéronefs","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dAVSD-DSVB%2cou%3dAVPD-DPVB%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA"",""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dIVMPLD-DVIMPL%2cou%3dLEFTD-DTPLEP%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dAVSD-DSVB%2cou%3dAVPD-DPVB%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA"",""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dIVMPLD-DVIMPL%2cou%3dLEFTD-DTPLEP%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N2930,"[""HS""]","Engine Cooling System Components, Non-Aircraft","Composants du système de refroidissement des moteurs, sauf pour aéronefs","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dIVMPLD-DVIMPL%2cou%3dLEFTD-DTPLEP%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dIVMPLD-DVIMPL%2cou%3dLEFTD-DTPLEP%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N2920AAC,"[""HS""]","Engine Electrical System Components (Marine) N.E.S.","Composants de système électrique des moteurs, marins, N.E.A.","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dIVMPLD-DVIMPL%2cou%3dLEFTD-DTPLEP%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dIVMPLD-DVIMPL%2cou%3dLEFTD-DTPLEP%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N3010,"[""HS"",""ML""]","Torque Converters and Speed Changers","Convertisseurs de couple et changeurs de vitesse","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dIVMPLD-DVIMPL%2cou%3dLEFTD-DTPLEP%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA"",""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dMLSD-DMSM%2cou%3dMSD-DSM%2cou%3dMS-SM%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dIVMPLD-DVIMPL%2cou%3dLEFTD-DTPLEP%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA"",""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dMLSD-DMSM%2cou%3dMSD-DSM%2cou%3dMS-SM%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N3020,"[""BL"",""HS""]","Gears, Pulleys, Sprockets and Transmission Chain","Engrenages, poulies, pignons et chaînes de transmission","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dAVSD-DSVB%2cou%3dAVPD-DPVB%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA"",""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dIVMPLD-DVIMPL%2cou%3dLEFTD-DTPLEP%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dAVSD-DSVB%2cou%3dAVPD-DPVB%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA"",""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dIVMPLD-DVIMPL%2cou%3dLEFTD-DTPLEP%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N4210,"[""BL"",""HP"",""HS""]","Fire Fighting Equipment","Équipement de lutte contre l'incendie","[""http:\/\/geds\/cgi-bin\/direct500\/eng\/XEou%3dAVSD-DSVB%2cou%3dAVPD-DPVB%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA"",""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dVIPD-DVPI%2cou%3dLEFTD-DTPLEP%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA"",""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dIVMPLD-DVIMPL%2cou%3dLEFTD-DTPLEP%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dAVSD-DSVB%2cou%3dAVPD-DPVB%2cou%3dDMPS-SPDGP%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA"",""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dVIPD-DVPI%2cou%3dLEFTD-DTPLEP%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA"",""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dIVMPLD-DVIMPL%2cou%3dLEFTD-DTPLEP%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N4310,"[""ML""]","Compressors and Vacuum Pumps","Compresseurs et pompes à vide","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dMLSD-DMSM%2cou%3dMSD-DSM%2cou%3dMS-SM%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dMLSD-DMSM%2cou%3dMSD-DSM%2cou%3dMS-SM%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N4310A,"[""ML""]","Compressors, Portable","Compresseurs portatifs","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dMLSD-DMSM%2cou%3dMSD-DSM%2cou%3dMS-SM%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dMLSD-DMSM%2cou%3dMSD-DSM%2cou%3dMS-SM%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N4310B,"[""HP"",""ML""]","Compressors, Reciprocating (Except Refrigeration)","Compresseurs, alternatifs, sauf frigorifiques","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dVIPD-DVPI%2cou%3dLEFTD-DTPLEP%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA"",""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dMLSD-DMSM%2cou%3dMSD-DSM%2cou%3dMS-SM%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dVIPD-DVPI%2cou%3dLEFTD-DTPLEP%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA"",""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dMLSD-DMSM%2cou%3dMSD-DSM%2cou%3dMS-SM%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
N4310D,"[""HP"",""ML""]","Pump, Vacuum","Pompes à vide","[""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dVIPD-DVPI%2cou%3dLEFTD-DTPLEP%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA"",""http:\/\/www.geds.gc.ca\/cgi-bin\/direct500\/eng\/XEou%3dMLSD-DMSM%2cou%3dMSD-DSM%2cou%3dMS-SM%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]","[""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dVIPD-DVPI%2cou%3dLEFTD-DTPLEP%2cou%3dCASMS-SACGA%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA"",""http:\/\/sage-geds.gc.ca\/cgi-bin\/direct500\/fra\/XFou%3dMLSD-DMSM%2cou%3dMSD-DSM%2cou%3dMS-SM%2cou%3dACQB-DGA%2cou%3dPWGSC-TPSGC%2co%3dGC%2cc%3dCA""]",Active,Actif
